,id,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,City,Location,scheduled_service,local_code
3398,7380,small_airport,Chandelle Estates Airport,39.20230103,-75.48549652,22.0,US,Dover,DELAWARE,0,0N4
3399,21266,small_airport,Downey/Hyde Memorial Airport,42.42630005,-112.10900120000001,4906.0,US,Downey,CALIFORNIA,0,U58
3400,21257,small_airport,Dubois Municipal Airport,43.5483017,-109.6900024,7291.0,US,Dubois,PENNSYLVANIA,0,DUB
3403,18374,small_airport,Billy Free Municipal Airport,33.88479996,-91.53450012,163.0,US,Dumas,TEXAS,0,0M0
3405,17154,small_airport,Dwight Airport,41.13330078,-88.44080353,632.0,US,Dwight,ILLINOIS,0,DTG
3406,9737,small_airport,Dyer Airport,37.60969925,-118.0059967,4899.0,US,Dyer,INDIANA,0,2Q9
3407,23337,small_airport,Circle L Ranch Airport,37.71659851,-118.0839996,4835.0,US,Dyer,INDIANA,0,NV27
3413,15792,small_airport,Tommy's Airpark,39.65110016,-89.45860291,595.0,US,Edinburg,TEXAS,0,9LL5
3415,19195,small_airport,Edwards Af Aux North Base Airport,34.99079895,-117.862999,2299.0,US,Edwards,MISSISSIPPI,0,9L2
3416,19816,small_airport,El Dorado Downtown-Stevens field,33.19120026,-92.66320038,256.0,US,El Dorado,KANSAS,0,F43
3417,15603,small_airport,El Reno Airport,35.51670074,-97.97949982,1395.0,US,El Reno,OKLAHOMA,0,99F
3421,9501,small_airport,Oz Airport,37.65499878,-85.81359863,820.0,US,Elizabethtown,PENNSYLVANIA,0,2KY4
3422,19751,small_airport,Elk City Regional Business Airport,35.43080139,-99.39430237,2013.0,US,Elk City,OKLAHOMA,0,ELK
3423,11632,small_airport,Harris Hill Gliderport,42.120899200000004,-76.90110016,1709.0,US,Elmira,NEW YORK,0,4NY8
3426,26127,small_airport,Buchan Airport,26.99010086,-82.37400055,15.0,US,Englewood,FLORIDA,0,X36
3427,15168,small_airport,Enterprise Municipal Airport,45.42490005,-117.2649994,3957.0,US,Enterprise,ALABAMA,0,8S4
3428,25669,small_airport,Enumclaw Airport,47.1957016,-122.02200320000001,738.0,US,Enumclaw,WASHINGTON,0,WA77
3429,21750,small_airport,Erie Aerodrome,41.78310013,-83.51689911,605.0,US,Erie,PENNSYLVANIA,0,M84
3433,18325,small_airport,Eupora Airport,33.5345993,-89.31259918,450.0,US,Eupora,MISSISSIPPI,0,06M
3434,16100,small_airport,Skelton Airport,61.93700027,-147.1690063,3289.0,US,Eureka,CALIFORNIA,0,AK04
3435,19179,small_airport,Evart Municipal Airport,43.89590073,-85.27919769,1018.0,US,Evart,MICHIGAN,0,9C8
3436,10438,small_airport,Excelsior Springs Memorial Airport,39.33720016,-94.1977005,997.0,US,Excelsior Springs,MISSOURI,0,3EX
3437,22495,small_airport,Metro Field,64.80680084,-147.76199340000002,432.0,US,Fairbanks,ALASKA,0,MTF
3438,15165,small_airport,Travis Air Force Base Aero Club,38.26940155,-121.97499850000001,51.0,US,Fairfield,CONNECTICUT,0,8Q0
3440,23340,small_airport,Dixie Valley Airport,39.96659851,-117.82800290000002,3443.0,US,Fallon,NEVADA,0,NV30
3443,20260,small_airport,Gene Snyder Airport,38.70420074,-84.39160156,899.0,US,Falmouth,MASSACHUSETTS,0,K62
3446,16838,small_airport,J-B Airport,37.93519974,-121.0149994,103.0,US,Farmington,NEW MEXICO,0,CN29
3450,25830,small_airport,Meadow Mist Airport,48.90869904,-122.5650024,55.0,US,Ferndale,WASHINGTON,0,WN35
3455,18761,small_airport,Floydada Municipal Airport,34.00230026,-101.33000179999999,3187.0,US,Floydada,TEXAS,0,41F
3457,14559,small_airport,Fort Bragg Airport,39.47430038,-123.7959976,71.0,US,Fort Bragg,CALIFORNIA,0,82CL
3461,3533,small_airport,Sherman Army Air Field,39.36830139,-94.91470337,772.0,US,Fort Leavenworth,KANSAS,0,FLV
3465,20646,small_airport,Holley Nolf Airport,30.4253006,-86.89389801,39.0,US,Fort Walton Beach,FLORIDA,0,NKL
3466,19188,small_airport,Sycamore Strip,32.62850189,-97.35359955,760.0,US,Fort Worth,TEXAS,0,9F9
3469,16933,small_airport,Fowler Airport,38.07249832,-104.04599759999999,4428.0,US,Fowler,COLORADO,0,CO80
3472,16845,small_airport,Flying B Ranch Airport,38.34130096,-121.4369965,19.0,US,Franklin,TENNESSEE,0,CN38
3473,10450,small_airport,Franklin Flying Field,39.42639923,-86.0582962,740.0,US,Franklin,TENNESSEE,0,3FK
3474,25189,small_airport,Sandbur Ranches Private Airport,31.00970078,-96.540802,455.0,US,Franklin,TENNESSEE,0,TX75
3475,18619,small_airport,Franklinton Airport,30.81940079,-90.11250305,175.0,US,Franklinton,LOUISIANA,0,2R7
3476,8735,small_airport,Friday West Airport,48.53509903,-123.04499820000001,150.0,US,Friday Harbor,WASHINGTON,0,1WA9
3477,9850,small_airport,Stuart Island West Airport,48.68450165,-123.20999909999999,200.0,US,Friday Harbor,WASHINGTON,0,2WA3
3479,25326,small_airport,Thunder Ridge Airpark,40.25780106,-110.85900120000001,7050.0,US,Fruitland,NEW MEXICO,0,UT83
3482,20427,small_airport,Sumner County Regional Airport,36.37680054,-86.40879822,583.0,US,Gallatin,TENNESSEE,0,M33
3495,18354,small_airport,Gettysburg Municipal Airport,44.98669815,-99.95279694,2062.0,US,Gettysburg,PENNSYLVANIA,0,0D8
3498,19927,small_airport,Gila Bend Af Aux Airport,32.887501,-112.720001,883.0,US,Gila Bend,ARIZONA,0,GXF
3499,20228,small_airport,Fox Stephens Field Gilmer Municipal Airport,32.69900131,-94.94889832,415.0,US,Gilmer,TEXAS,0,JXI
3502,19998,small_airport,Glencoe Municipal Airport,44.75600052,-94.08119965,992.0,US,Glencoe,ILLINOIS,0,GYL
3503,23555,small_airport,Nace Family Airstrip,42.77119827,-123.3150024,1550.0,US,Glendale,ARIZONA,0,OG41
3507,18480,small_airport,David Jay Perry Airport,35.15510178,-97.47039795,1168.0,US,Goldsby,OKLAHOMA,0,1K4
3509,9402,small_airport,Gorham Airport,44.39310074,-71.19670105,835.0,US,Gorham,NEW HAMPSHIRE,0,2G8
3510,7657,small_airport,Rosser Ranch Airport,33.01539993,-98.62529755,1112.0,US,Graham,TEXAS,0,10F
3514,25622,small_airport,Green Valley Airfield,48.09590149,-122.01599879999999,300.0,US,Granite Falls,MINNESOTA,0,WA25
3516,25069,small_airport,Flying Cap Valley Airport,32.93650055,-97.13529968,638.0,US,Grapevine,TEXAS,0,TS53
3518,18406,small_airport,Easton/Valley View Airport,40.33050156,-104.6090012,4820.0,US,Greeley,COLORADO,0,11V
3521,14009,small_airport,Sauer-Harter Airport,39.88339996,-85.70249939,930.0,US,Greenfield,WISCONSIN,0,79II
3522,17594,small_airport,Pope Field,39.79029846,-85.73609924,895.0,US,Greenfield,WISCONSIN,0,GFD
3523,19044,small_airport,Greensboro Municipal Airport,32.68149948,-87.66210175,180.0,US,Greensboro,NORTH CAROLINA,0,7A0
3524,10196,small_airport,Greensboro North Airport,36.25360107,-79.90809631,900.0,US,Greensboro,NORTH CAROLINA,0,36NC
3525,18669,small_airport,Southeast Greensboro Airport,35.94200134,-79.6855011,737.0,US,Greensboro,NORTH CAROLINA,0,3A4
3526,20417,small_airport,Muhlenberg County Airport,37.2262001,-87.15640259,422.0,US,Greenville,SOUTH CAROLINA,0,M21
3527,24470,small_airport,Chandelle Airport,34.82289886,-82.14820099,850.0,US,Greer,SOUTH CAROLINA,0,SC72
3532,6646,small_airport,Osborn Airfield,28.52669907,-81.87480164,121.0,US,Groveland,CALIFORNIA,0,02FA
3533,13248,small_airport,Seminole Lake Gliderport,28.40579987,-81.83789825,120.0,US,Groveland,CALIFORNIA,0,6FL0
3537,18651,small_airport,Hallettsville Municipal Airport,29.38999939,-96.95610046,278.0,US,Hallettsville,TEXAS,0,34R
3539,23830,small_airport,Happy Valley Airport,45.44820023,-122.5,797.0,US,Happy Valley,OREGON,0,OL03
3543,20085,small_airport,Harrisburg-Raleigh Airport,37.81129837,-88.5503006,398.0,US,Harrisburg,PENNSYLVANIA,0,HSB
3544,23928,small_airport,Daniels Field,44.27209854,-123.060997,320.0,US,Harrisburg,PENNSYLVANIA,0,OR78
3545,6719,small_airport,Maple Ridge Airport,44.08420181,-70.62729645,556.0,US,Harrison,OHIO,0,03ME
3546,18911,small_airport,Hartselle-Morgan County Regional Airport,34.40823444,-86.93295056,628.0,US,Hartselle,ALABAMA,0,5M0
3548,18904,small_airport,Harvey Municipal Airport,47.79119873,-99.93170166,1607.0,US,Harvey,ILLINOIS,0,5H4
3551,7814,small_airport,Earle Airpark,29.69440079,-81.51370239,25.0,US,Hastings,NEBRASKA,0,13FA
3552,42782,small_airport,Kathrinstadt Airport,29.63443565,-81.4649353,10.0,US,Hastings,NEBRASKA,0,2FA7
3563,10388,small_airport,River Acres Airport,35.472328999999995,-91.96302,260.0,US,Heber Springs,ARKANSAS,0,3AR8
3564,19741,small_airport,Henderson City County Airport,37.80780029,-87.68569946,387.0,US,Henderson,TEXAS,0,EHR
3567,20083,small_airport,Hereford Municipal Airport,34.85779953,-102.32599640000001,3788.0,US,Hereford,TEXAS,0,HRX
3568,20082,small_airport,Herington Regional Airport,38.69469833,-96.80799866,1480.0,US,Herington,KANSAS,0,HRU
3575,20072,small_airport,Highland County Airport,39.18880081,-83.5388031,977.0,US,Hillsboro,OREGON,0,HOC
3577,9113,small_airport,Hutchinson Airport,48.83560181,-110.4420013,2900.0,US,Hingham,MASSACHUSETTS,0,26MT
3588,23310,small_airport,Ford Island Naval Auxiliary Landing Field,21.36490059,-157.96000669999998,18.0,US,Honolulu,HAWAII,0,NPS
3591,9424,small_airport,Happy Landings Airport,29.50489998,-95.90010071,105.0,US,Houston,TEXAS,0,2H5
3593,22748,small_airport,Bradford Field Airport,35.40869904,-80.79419708,649.0,US,Huntersville,NORTH CAROLINA,0,NC05
3594,20112,small_airport,Carroll County Airport,36.08929825,-88.46330261,497.0,US,Huntingdon,TENNESSEE,0,HZD
3595,17667,small_airport,Robert Newlon Field,38.45700073,-82.313797,550.0,US,Huntington,WEST VIRGINIA,0,I41
3596,25270,small_airport,Hurricane Mesa Airport,37.25109863,-113.2089996,5105.0,US,Hurricane,UTAH,0,UT27
3597,25290,small_airport,Grassy Meadows/Sky Ranch Landowners Assn Airport,37.10189819,-113.314003,3350.0,US,Hurricane,UTAH,0,UT47
3598,24653,small_airport,Sunflower Aerodrome,37.92639923,-97.90619659,1582.0,US,Hutchinson,MINNESOTA,0,SN76
3600,17863,small_airport,Rainbow Ranch Airport,43.4068985,-111.97399899999999,4750.0,US,Idaho Falls,IDAHO,0,ID87
3606,20047,small_airport,Indy South Greenwood Airport,39.628399,-86.087898,822.0,US,Indianapolis,INDIANA,0,HFY
3610,18844,small_airport,Jackson Municipal Airport,31.4720993,-87.8946991,62.0,US,Jackson,MISSISSIPPI,0,4R3
3611,20131,small_airport,James A Rhodes Airport,38.98139954,-82.57790375,726.0,US,Jackson,MISSISSIPPI,0,I43
3612,22668,small_airport,Sky Manor Airport,34.71680069,-77.59220123,60.0,US,Jacksonville,FLORIDA,0,N22
3613,20221,small_airport,Cherokee County Airport,31.86930084,-95.2173996,677.0,US,Jacksonville,FLORIDA,0,JSO
3615,6968,small_airport,Kistler Ranch Airport,37.85960007,-120.5540009,1025.0,US,Jamestown,CALIFORNIA,0,08CL
3616,13223,small_airport,Peoria Airport,37.92169952,-120.5149994,830.0,US,Jamestown,CALIFORNIA,0,6CL9
3617,20245,small_airport,Russell County Airport,37.00970078,-85.10269928,1011.0,US,Jamestown,CALIFORNIA,0,K24
3618,18566,small_airport,Jamestown Municipal Airport,36.34970093,-84.94670105,1694.0,US,Jamestown,CALIFORNIA,0,2A1
3619,20203,small_airport,Jasper County Airport-Bell Field,30.88570023,-94.03489685,213.0,US,Jasper,INDIANA,0,JAS
3620,18544,small_airport,Cypress River Airport,32.74599838,-94.30439758,221.0,US,Jefferson,LOUISIANA,0,24F
3624,22254,small_airport,Five Mile Airport,36.97029877,-94.5766983,1100.0,US,Joplin,MISSOURI,0,MO49
3627,7199,small_airport,Kahoka Municipal Airport,40.42160034,-91.70629883,700.0,US,Kahoka,MISSOURI,0,0H7
3629,22450,small_airport,Carson Field,48.09469986,-114.85199740000002,3550.0,US,Kalispell,MONTANA,0,MT53
3631,10538,small_airport,Kankakee Airport,41.09999847,-87.91670227,625.0,US,Kankakee,ILLINOIS,0,3KK
3632,9609,small_airport,Goodnight's Airport,35.52539825,-80.63980103,740.0,US,Kannapolis,NORTH CAROLINA,0,2NC8
3633,22806,small_airport,Barringer Field,35.52780151,-80.69670105,800.0,US,Kannapolis,NORTH CAROLINA,0,NC64
3637,8319,small_airport,Marcy Field,44.22090149,-73.79129791,985.0,US,Keene,NEW HAMPSHIRE,0,1I1
3640,12799,small_airport,Tierra Linda Ranch Airport,30.13349915,-99.15029907,1990.0,US,Kerrville,TEXAS,0,60TE
3642,20151,small_airport,Kimball Municipal Robert E Arraj Field,41.18809891,-103.677002,4926.0,US,Kimball,NEBRASKA,0,IBM
3644,7800,small_airport,Riley Creek Airport,35.82369995,-84.5388031,750.0,US,Kingston,PENNSYLVANIA,0,12TN
3645,12525,small_airport,Kirkwood Airpark,42.00040054,-75.7602005,870.0,US,Kirkwood,NEW YORK,0,5N5
3647,15841,small_airport,Raleigh East Airport,35.79769897,-78.43699646,313.0,US,Knightdale,NORTH CAROLINA,0,9NC0
3648,25012,small_airport,Sky Ranch Airport,35.88560104,-83.95770264,830.0,US,Knoxville,TENNESSEE,0,TN98
3649,14938,small_airport,Glenndale Airport,40.433399200000004,-86.20330048,850.0,US,Kokomo,INDIANA,0,8I3
3655,25627,small_airport,Lacrosse Municipal Airport,46.79100037,-117.9209976,1491.0,US,Lacrosse,WISCONSIN,0,WA30
3656,18719,small_airport,Lafayette Municipal Airport,36.51839828,-86.0582962,969.0,US,Lafayette,COLORADO,0,3M7
3657,24960,small_airport,Deerfield Resort Airport,36.34669876,-84.0121994,1350.0,US,Lafollette,TENNESSEE,0,TN44
3659,7646,small_airport,Lake Mills Municipal Airport,43.41659927,-93.50849915,1260.0,US,Lake Mills,WISCONSIN,0,0Y6
3662,15952,small_airport,Lakeside State Airport,43.58319855,-124.1800003,20.0,US,Lakeside,CALIFORNIA,0,9S3
3664,20355,small_airport,Lamar Municipal Airport,37.48949814,-94.31150055,1009.0,US,Lamar,COLORADO,0,LLU
3665,18581,small_airport,Lamesa Municipal Airport,32.75630188,-101.91999820000001,2999.0,US,Lamesa,TEXAS,0,2F5
3666,19046,small_airport,Lanett Municipal Airport,32.81200027,-85.229599,624.0,US,Lanett,ALABAMA,0,7A3
3668,24659,small_airport,Highcrest Air Park,39.22719955,-94.95140076,1000.0,US,Lansing,MICHIGAN,0,SN83
3669,25571,small_airport,Suburban Airport,39.07690048,-76.82800293,148.0,US,Laurel,MISSISSIPPI,0,W18
3670,20381,small_airport,Hesler Noble Field,31.67259979,-89.17220306,238.0,US,Laurel,MISSISSIPPI,0,LUL
3674,18413,small_airport,Le Sueur Municipal Airport,44.4375,-93.91269684,868.0,US,Le Sueur,MINNESOTA,0,12Y
3675,18799,small_airport,Real County Airport,29.74550056,-99.7609024,1640.0,US,Leakey,TEXAS,0,49R
3676,18990,small_airport,Boone County Airport,40.00730133,-86.44059753,959.0,US,Lebanon,TENNESSEE,0,6I4
3677,7658,small_airport,Flying Baron Estates Airport,28.79750061,-81.93589783,75.0,US,Leesburg,FLORIDA,0,10FA
3680,10744,small_airport,Fox Hollow Airport,40.99340057,-76.90019989,540.0,US,Lewisburg,TENNESSEE,0,3PA6
3681,23493,small_airport,Mc Caslin Airport,35.09230042,-97.33640289,1135.0,US,Lexington,KENTUCKY,0,O44
3682,19202,small_airport,Lexington Airport,45.45410156,-119.6900024,1634.0,US,Lexington,KENTUCKY,0,9S9
3683,20440,small_airport,Franklin Wilkins Airport,35.65129852,-88.37889862,514.0,US,Lexington,KENTUCKY,0,M52
3684,21012,small_airport,Libby Airport,48.28379822,-115.4899979,2601.0,US,Libby,MONTANA,0,S59
3685,18568,small_airport,Causey Airport,35.91180038,-79.61759949,723.0,US,Liberty,MISSOURI,0,2A5
3687,20371,small_airport,Lincoln Regional Airport,45.36220169,-68.53469849,208.0,US,Lincoln,NEBRASKA,0,LRG
3688,7510,small_airport,Lincoln Municipal Airport,38.40390015,-93.33300018,940.0,US,Lincoln,NEBRASKA,0,0R2
3689,21015,small_airport,Lincoln Airport,46.95439911,-112.65000149999999,4603.0,US,Lincoln,NEBRASKA,0,S69
3690,22934,small_airport,Dream Field,40.93330002,-96.70059967,1194.0,US,Lincoln,NEBRASKA,0,NE42
3691,22948,small_airport,Pester Airport,40.83330154,-96.56700134,1150.0,US,Lincoln,NEBRASKA,0,NE59
3692,14380,small_airport,Freedom Field,33.59339905,-97.21929932,885.0,US,Lindsay,OKLAHOMA,0,7T0
3694,19065,small_airport,Linton Municipal Airport,46.21829987,-100.2450027,1779.0,US,Linton,INDIANA,0,7L2
3697,6534,small_airport,Lt World Airport,33.76750183,-84.06829834,700.0,US,Lithonia,GEORGIA,0,00GA
3701,7180,small_airport,North Buffalo Suburban Airport,43.10319901,-78.70330048,588.0,US,Lockport,NEW YORK,0,0G0
3702,14122,small_airport,Holder's Field,33.36149979,-84.14459991,740.0,US,Locust Grove,OKLAHOMA,0,7GA6
3703,17477,small_airport,Mallards Landing Airport,33.36569977,-84.16519928,837.0,US,Locust Grove,OKLAHOMA,0,GA04
3708,18595,small_airport,Louisville Municipal Airport,32.98649979,-82.38569641,328.0,US,Louisville,KENTUCKY,0,2J3
3709,6934,small_airport,Blue Lick Airport,38.08060074,-85.69329834,532.0,US,Louisville,KENTUCKY,0,07KY
3710,16378,small_airport,Circle S Farms Airport,36.22589874,-94.03209686,1200.0,US,Lowell,MICHIGAN,0,AR91
3712,24705,small_airport,The Carter Memorial Airport,29.72830009,-97.65940094,475.0,US,Luling,TEXAS,0,T91
3713,8299,small_airport,Flying N Estates Airport,33.1772995,-84.74849701,870.0,US,Luthersville,GEORGIA,0,1GA2
3720,18526,small_airport,Macon Municipal Airport,33.13349915,-88.53559875,238.0,US,Macon,GEORGIA,0,20M
3722,20176,small_airport,Madison Municipal Airport,38.75889969,-85.46549988,819.0,US,Madison,WISCONSIN,0,IMS
3725,13843,small_airport,Rossettie Airport,42.19499969,-84.03079987,1005.0,US,Manchester,CONNECTICUT,0,75G
3729,21199,small_airport,Mankato Airport,39.80279922,-98.22119904,1859.0,US,Mankato,MINNESOTA,0,TKO
3732,18685,small_airport,C E 'Rusty' Williams Airport,32.07350159,-93.76550293,324.0,US,Mansfield,CONNECTICUT,0,3F3
3733,18313,small_airport,Mansfield Municipal Airport,37.12779999,-92.6210022,1500.0,US,Mansfield,CONNECTICUT,0,03B
3734,15236,small_airport,Mansfield Airport,47.80939865,-119.637001,2272.0,US,Mansfield,CONNECTICUT,0,8W3
3736,10380,small_airport,Frost Flying Inc Airport,34.821512,-90.846521,240.0,US,Marianna,FLORIDA,0,3AR0
3739,13104,heliport,Calhoun Heliport,34.004444,-84.447778,1070.0,US,Marietta,GEORGIA,0,68GA
3740,19034,small_airport,Marine City Airport,42.72090149,-82.59570313,613.0,US,Marine City,MICHIGAN,0,76G
3742,14131,small_airport,Mc Bride Field,42.06389999,-91.63430023,881.0,US,Marion,ILLINOIS,0,7IA3
3743,19439,small_airport,Marion Airport,42.03110123,-91.52929688,862.0,US,Marion,ILLINOIS,0,C17
3744,11037,small_airport,Marion Municipal Airport,38.33750153,-96.99169922,1390.0,US,Marion,ILLINOIS,0,43K
3745,15642,small_airport,Shiflet Field,35.72069931,-82.00980377,1212.0,US,Marion,ILLINOIS,0,9A9
3747,15657,small_airport,Salmon River Airfield,41.58950043,-72.44229889,540.0,US,Marlborough,MASSACHUSETTS,0,9B8
3748,19037,small_airport,Marlette Airport,43.311798100000004,-83.09089661,895.0,US,Marlette,MICHIGAN,0,77G
3750,19208,small_airport,Martin Municipal Airport,43.16559982,-101.7129974,3293.0,US,Martin,TENNESSEE,0,9V6
3751,14825,small_airport,Milhon Airport,39.511171999999995,-86.384724,615.0,US,Martinsville,INDIANA,0,89IN
3752,22977,small_airport,Zim Airport,42.7276001,-71.71759796,520.0,US,Mason,MICHIGAN,0,NH17
3753,23028,small_airport,Mason Airfield,42.72900009,-71.78420258,740.0,US,Mason,MICHIGAN,0,NH76
3756,19604,small_airport,Mayville Municipal Airport,47.47499847,-97.33370209,975.0,US,Mayville,NEW YORK,0,D56
3757,17088,small_airport,Dart Airport,42.26810074,-79.48169708,1330.0,US,Mayville,NEW YORK,0,D79
3767,11777,small_airport,Hurdle Field,36.06679916,-79.28309631,680.0,US,Mebane,NORTH CAROLINA,0,4W7
3769,20695,small_airport,Medford Municipal Airport,36.79059982,-97.74900055,1092.0,US,Medford,MASSACHUSETTS,0,O53
3770,23946,small_airport,Beagle Sky Ranch Airport,42.53900146,-122.9039993,1436.0,US,Medford,MASSACHUSETTS,0,OR96
3772,18764,small_airport,Melbourne Municipal John E Miller Field,36.07099915,-91.83010101,735.0,US,Melbourne,FLORIDA,0,42A
3773,18314,small_airport,Memphis Memorial Airport,40.44729996,-92.22699738,813.0,US,Memphis,TENNESSEE,0,03D
3775,13403,small_airport,Flying Shamrock Airport,39.03779984,-91.72540283,810.0,US,Mexico,NEW YORK,0,6MU4
3776,17225,small_airport,Lindbergh's Landing Airport,25.61949921,-80.48870087,9.0,US,Miami,FLORIDA,0,FA35
3778,11984,small_airport,Horse Feathers Airport,38.63399887,-77.75749969,390.0,US,Midland,TEXAS,0,53VA
3780,18458,small_airport,Milbank Municipal Airport,45.23049927,-96.56600189,1118.0,US,Milbank,SOUTH DAKOTA,0,1D1
3781,11397,small_airport,Fuller Airport,43.33319855,-95.15899658,1439.0,US,Milford,CONNECTICUT,0,4D8
3784,8160,small_airport,Lake Airport,41.11700058,-76.52079773,750.0,US,Millville,NEW JERSEY,0,19PA
3787,16844,small_airport,Kelso Valley Airport,35.38130188,-118.2310028,4047.0,US,Mojave,CALIFORNIA,0,CN37
3788,16520,small_airport,Bult Field,41.37760162,-87.68139648,790.0,US,Monee,ILLINOIS,0,C56
3789,16522,small_airport,Monmouth Municipal Airport,40.92969894,-90.63110352,753.0,US,Monmouth,OREGON,0,C66
3793,10070,small_airport,Lake Bonanza Airport,30.33300018,-95.61219788,301.0,US,Montgomery,ALABAMA,0,33TA
3795,9482,small_airport,Piatt County Airport,40.00529861,-88.55860138,740.0,US,Monticello,NEW YORK,0,2K0
3796,20606,small_airport,Monticello Airport,41.62250137,-74.70130157,1545.0,US,Monticello,NEW YORK,0,N37
3799,10153,small_airport,Johnston Airport,35.53829956,-80.75140381,715.0,US,Mooresville,NORTH CAROLINA,0,35NC
3802,17665,closed,Old Morehead-Rowan County Airport,38.13339996,-83.53800201,845.0,US,Morehead,KENTUCKY,0,I32
3803,20545,small_airport,Morris Municipal - Charlie Schmidt Airport,45.56600189,-95.96720123,1138.0,US,Morris,ILLINOIS,0,MOX
3806,20543,small_airport,Mount Pleasant Municipal Airport,43.62170029,-84.73750305,755.0,US,Mount Pleasant,TEXAS,0,MOP
3807,19824,small_airport,Franklin County Airport,33.2154007,-95.23739624,412.0,US,Mount Vernon,OHIO,0,F53
3809,15848,small_airport,Willow Creek Airport,35.36970139,-80.44000244,572.0,US,Mt Pleasant,MICHIGAN,0,9NC7
3811,18658,small_airport,Munday Municipal Airport,33.48479843,-99.5861969,1473.0,US,Munday,TEXAS,0,37F
3812,19128,small_airport,Murdo Municipal Airport,43.85169983,-100.711998,2263.0,US,Murdo,SOUTH DAKOTA,0,8F6
3813,19481,small_airport,Kyle Oakley Field,36.66460037,-88.37280273,577.0,US,Murray,UTAH,0,CEY
3814,17617,closed,Hatbox Field,35.745899200000004,-95.41280365,627.0,US,Muskogee,OKLAHOMA,0,HAX
3817,21573,small_airport,Naper Aero Club Airport,41.73479843,-88.20339966,708.0,US,Naperville,ILLINOIS,0,LL10
3818,17227,small_airport,Wing South Airpark,26.11680031,-81.70310211,9.0,US,Naples,FLORIDA,0,FA37
3820,19247,small_airport,Nebraska City Municipal Airport,40.60689926,-95.86569977,1165.0,US,Nebraska City,NEBRASKA,0,AFK
3823,21324,small_airport,Neillsville Municipal Airport,44.55810165,-90.5121994,1237.0,US,Neillsville,WISCONSIN,0,VIQ
3827,11678,small_airport,Sauers-Haven Airport,40.88389969,-76.98000336,590.0,US,New Berlin,WISCONSIN,0,4PA1
3830,21308,small_airport,New Castle Henry Co. Municipal Airport,39.87590027,-85.32649994,1088.0,US,New Castle,DELAWARE,0,UWL
3831,25417,small_airport,New Castle International Airport,37.48350143,-80.09980011,1320.0,US,New Castle,DELAWARE,0,VA85
3832,14113,small_airport,Herron Airport,40.53340149,-80.54010009999999,1226.0,US,New Cumberland,PENNSYLVANIA,0,7G1
3835,23417,small_airport,Stanton Airport,41.75009918,-74.11630249,303.0,US,New Paltz,NEW YORK,0,NY35
3837,11024,small_airport,Haigwood Landing Strip,35.611400599999996,-91.24140167,230.0,US,Newport,ARKANSAS,0,43AR
3838,20415,small_airport,Newport Municipal Airport,35.63769913,-91.17639923,239.0,US,Newport,ARKANSAS,0,M19
3839,21991,small_airport,Newport Sky Park Airport,44.82009888,-69.23840332,300.0,US,Newport,ARKANSAS,0,ME68
3841,18947,small_airport,Newton Municipal Airport,30.88439941,-93.74179840000001,320.0,US,Newton,NEW JERSEY,0,61R
3842,18742,small_airport,Jerry Tyler Memorial Airport,41.83589935,-86.22519684,750.0,US,Niles,ILLINOIS,0,3TR
3844,17673,small_airport,Noblesville Airport,40.00360107,-85.96469879,821.0,US,Noblesville,INDIANA,0,I80
3847,19230,small_airport,Allen Parish Airport,30.75029945,-92.68830109,107.0,US,Oakdale,PENNSYLVANIA,0,ACP
3848,20720,small_airport,Oakley Municipal Airport,39.10990143,-100.8160019,3045.0,US,Oakley,CALIFORNIA,0,OEL
3852,18921,small_airport,Ocean Springs Airport,30.38940048,-88.75340271,20.0,US,Ocean Springs,MISSISSIPPI,0,5R2
3854,20714,small_airport,J. Douglas Bake Memorial Airport,44.87419891,-87.9095993,604.0,US,Oconto,WISCONSIN,0,OCQ
3857,17339,small_airport,River Acres Airport,27.32530022,-81.02870178,30.0,US,Okeechobee,FLORIDA,0,FD70
3858,23534,small_airport,Fairways Airport,45.3207016,-122.5510025,525.0,US,Oregon City,OREGON,0,OG20
3859,23544,small_airport,Aeroacres Airport,45.31650162,-122.6050034,420.0,US,Oregon City,OREGON,0,OG30
3862,20145,small_airport,Osceola Municipal Airport,41.05220032,-93.68969727,1110.0,US,Osceola,IOWA,0,I75
3863,10622,small_airport,Osceola Municipal Airport,38.01860046,-93.69309998,900.0,US,Osceola,IOWA,0,23MU
3864,20735,small_airport,Garden County Airport,41.40100098,-102.35500340000002,3394.0,US,Oshkosh,WISCONSIN,0,OKS
3867,17091,small_airport,Ovid Airport,42.65480042,-76.79630279999999,1062.0,US,Ovid,MICHIGAN,0,D82
3868,17702,small_airport,Green Castle Airport,41.75500107,-91.72769928,750.0,US,Oxford,ALABAMA,0,IA24
3869,19071,small_airport,Ozark Franklin County Airport,35.51070023,-93.83930206,648.0,US,Ozark,MISSOURI,0,7M5
3870,8104,small_airport,Gimlin Airport,36.96260071,-93.17070007,1380.0,US,Ozark,MISSOURI,0,18MO
3872,20899,small_airport,Pageland Airport,34.74209976,-80.34519958,575.0,US,Pageland,SOUTH CAROLINA,0,PYG
3874,16732,small_airport,Brian Ranch Airport,34.51530075,-117.762001,3230.0,US,Palmdale,CALIFORNIA,0,CL13
3875,6807,small_airport,Wasilla Creek Airpark,61.66830063,-149.18800349999998,620.0,US,Palmer,TEXAS,1,05AK
