,jan,id,lat,long,name,year,country
820881,57,USC00142430,37.2775,-95.7769,ELK_CITY_LAKE,1961,US
820911,-86,USC00142430,37.2775,-95.7769,ELK_CITY_LAKE,1991,US
820931,189,USC00142432,37.0058,-101.8867,ELKHART,1961,US
820961,-31,USC00142432,37.0058,-101.8867,ELKHART,1991,US
820981,-90,USC00142443,38.35,-98.5667,ELLINWOOD,1961,US
821011,-326,USC00142443,38.35,-98.5667,ELLINWOOD,1991,US
821031,-140,USC00142452,38.9486,-99.5647,ELLIS,1961,US
821061,-408,USC00142452,38.9486,-99.5647,ELLIS,1991,US
821081,-63,USC00142459,38.7297,-98.225,ELLSWORTH,1961,US
821111,-332,USC00142459,38.7297,-98.225,ELLSWORTH,1991,US
821131,-148,USC00142541,38.3861,-96.1817,EMPORIA_1_S,1961,US
821161,-372,USC00142541,38.3861,-96.1817,EMPORIA_1_S,1991,US
821181,-156,USC00142548,38.4294,-96.2189,EMPORIA_3_NW,1961,US
821211,-441,USC00142548,38.4294,-96.2189,EMPORIA_3_NW,1991,US
821231,135,USC00142560,37.0458,-99.9964,ENGLEWOOD_1_NW,1961,US
821261,-64,USC00142560,37.0458,-99.9964,ENGLEWOOD_1_NW,1991,US
821281,-231,USC00142602,38.8592,-96.1058,ESKRIDGE,1961,US
821311,-534,USC00142602,38.8592,-96.1058,ESKRIDGE,1991,US
821331,-126,USC00142622,37.8253,-96.2644,EUREKA_1E,1961,US
821361,-338,USC00142622,37.8253,-96.2644,EUREKA_1E,1991,US
821381,-81,USC00142686,37.6475,-96.0781,FALL_RIVER_LAKE,1961,US
821411,-235,USC00142686,37.6475,-96.0781,FALL_RIVER_LAKE,1991,US
821431,-202,USC00142773,38.2422,-96.9242,FLORENCE,1961,US
821461,-348,USC00142773,38.2422,-96.9242,FLORENCE,1991,US
821481,-176,USC00142835,37.8428,-94.7086,FT_SCOTT,1961,US
821511,-259,USC00142835,37.8428,-94.7086,FT_SCOTT,1991,US
821531,-282,USC00142872,39.7069,-96.4186,FRANKFORT,1961,US
821561,-597,USC00142872,39.7069,-96.4186,FRANKFORT,1991,US
821581,-423,USC00142881,39.7756,-96.3503,FRANKFORT_6NE,1961,US
821611,-725,USC00142881,39.7756,-96.3503,FRANKFORT_6NE,1991,US
821631,-171,USC00142894,37.5464,-95.8328,FREDONIA,1961,US
821661,-189,USC00142894,37.5464,-95.8328,FREDONIA,1991,US
821681,38,USC00142972,37.9667,-100.8667,GARDEN_CITY,1961,US
821711,-180,USC00142972,37.9667,-100.8667,GARDEN_CITY,1991,US
821731,-1,USC00142980,37.9931,-100.8122,GARDEN_CITY_EXP_STA,1961,US
821761,-296,USC00142980,37.9931,-100.8122,GARDEN_CITY_EXP_STA,1991,US
821781,-154,USC00143008,38.28,-95.2178,GARNETT_1_E,1961,US
821811,-393,USC00143008,38.28,-95.2178,GARNETT_1_E,1991,US
821831,-135,USC00143037,38.5375,-98.1611,GENESEO,1961,US
821861,-385,USC00143037,38.5375,-98.1611,GENESEO,1991,US
821881,-46,USC00143074,37.5081,-94.8392,GIRARD,1961,US
821911,-228,USC00143074,37.5081,-94.8392,GIRARD,1991,US
821931,-232,USC00143100,39.5039,-98.315,GLEN_ELDER_LAKE,1961,US
821961,-492,USC00143100,39.5039,-98.315,GLEN_ELDER_LAKE,1991,US
821981,-87,USC00143175,38.9581,-100.5533,GOVE_4W,1961,US
822011,-355,USC00143175,38.9581,-100.5533,GOVE_4W,1991,US
822031,-129,USC00143218,38.3758,-98.7803,GREAT_BEND,1961,US
822061,-366,USC00143218,38.3758,-98.7803,GREAT_BEND,1991,US
822081,-56,USC00143239,37.6025,-99.3022,GREENSBURG,1961,US
822111,-295,USC00143239,37.6025,-99.3022,GREENSBURG,1991,US
822131,-78,USC00143248,37.3589,-96.4483,GRENOLA_1_N,1961,US
822161,-207,USC00143248,37.3589,-96.4483,GRENOLA_1_N,1991,US
822181,38,USC00143523,38.8669,-99.3169,HAYS,1961,US
822211,-255,USC00143523,38.8669,-99.3169,HAYS,1991,US
822231,-108,USC00143527,38.8586,-99.3358,HAYS_1_S,1961,US
822261,-376,USC00143527,38.8586,-99.3358,HAYS_1_S,1991,US
822281,-78,USC00143545,37.5194,-97.3142,HAYSVILLE_3SE,1961,US
822311,-245,USC00143545,37.5194,-97.3142,HAYSVILLE_3SE,1991,US
822331,-68,USC00143554,38.6003,-100.6197,HEALY,1961,US
822361,-278,USC00143554,38.6003,-100.6197,HEALY,1991,US
822381,-233,USC00143594,38.6656,-96.9494,HERINGTON,1961,US
822411,-521,USC00143594,38.6656,-96.9494,HERINGTON,1991,US
822431,-104,USC00143665,39.3617,-99.8278,HILL_CITY_1E,1961,US
822461,-375,USC00143665,39.3617,-99.8278,HILL_CITY_1E,1991,US
822481,-107,USC00143686,38.6644,-94.89,HILLSDALE_LAKE,1961,US
822511,-408,USC00143686,38.6644,-94.89,HILLSDALE_LAKE,1991,US
822531,-312,USC00143759,39.4578,-95.755,HOLTON,1961,US
822561,-623,USC00143759,39.4578,-95.755,HOLTON,1991,US
822581,-354,USC00143810,39.6678,-95.52,HORTON,1961,US
822611,-595,USC00143810,39.6678,-95.52,HORTON,1991,US
822631,-82,USC00143822,37.4664,-96.2714,HOWARD,1961,US
822661,-263,USC00143822,37.4664,-96.2714,HOWARD,1991,US
822681,-89,USC00143837,39.3533,-100.4397,HOXIE,1961,US
822711,-366,USC00143837,39.3533,-100.4397,HOXIE,1991,US
822731,-7,USC00143847,38.1042,-98.6592,HUDSON,1961,US
822761,-291,USC00143847,38.1042,-98.6592,HUDSON,1991,US
822781,79,USC00143855,37.1639,-101.34,HUGOTON,1961,US
822811,-176,USC00143855,37.1639,-101.34,HUGOTON,1991,US
822831,-52,USC00143867,37.8117,-95.4456,HUMBOLDT,1961,US
822861,-239,USC00143867,37.8117,-95.4456,HUMBOLDT,1991,US
822881,-203,USC00143897,39.2333,-98.3933,HUNTER,1961,US
822911,-472,USC00143897,39.2333,-98.3933,HUNTER,1991,US
822931,-101,USC00143921,38.0381,-97.9336,HUTCHINSONRIVER,1961,US
822961,-335,USC00143921,38.0381,-97.9336,HUTCHINSONRIVER,1991,US
822981,20,USC00143929,38.09,-97.9125,HUTCHINSON,1961,US
823011,-228,USC00143929,38.09,-97.9125,HUTCHINSON,1991,US
823031,-52,USC00143930,37.9311,-98.0297,HUTCHINSON_10_SW,1961,US
823061,-273,USC00143930,37.9311,-98.0297,HUTCHINSON_10_SW,1991,US
823081,36,USC00143946,38.2833,-100.65,IMPERIAL,1961,US
823111,-182,USC00143946,38.2833,-100.65,IMPERIAL,1991,US
823131,25,USC00143954,37.2364,-95.7003,INDEPENDENCE,1961,US
823161,-82,USC00143954,37.2364,-95.7003,INDEPENDENCE,1991,US
823181,-201,USC00143984,37.9233,-95.4242,IOLA_1_W,1961,US
823211,-384,USC00143984,37.9233,-95.4242,IOLA_1_W,1991,US
823231,-101,USC00143989,37.9167,-95.4,IOLA,1961,US
823261,-254,USC00143989,37.9167,-95.4,IOLA,1991,US
823281,-60,USC00144081,38.0833,-99.9,JETMORE,1961,US
823311,-274,USC00144081,38.0833,-99.9,JETMORE,1991,US
823331,-61,USC00144087,38.1964,-99.9181,JETMORE_8NNW,1961,US
823361,-268,USC00144087,38.1964,-99.9181,JETMORE_8NNW,1991,US
823381,-188,USC00144104,38.2547,-95.75,JOHN_REDMOND_LAKE,1961,US
823411,-360,USC00144104,38.2547,-95.75,JOHN_REDMOND_LAKE,1991,US
823431,-16,USC00144109,37.5333,-101.5667,JOHNSON_11_ESE,1961,US
823461,-216,USC00144109,37.5333,-101.5667,JOHNSON_11_ESE,1991,US
823481,98,USC00144114,37.5669,-101.7508,JOHNSON,1961,US
823511,-100,USC00144114,37.5669,-101.7508,JOHNSON,1991,US
823531,-99,USC00144138,39.05,-96.8333,JUNCTION_CITY,1961,US
823561,-377,USC00144138,39.05,-96.8333,JUNCTION_CITY,1991,US
823581,-141,USC00144178,38.6078,-97.9597,KANOPOLIS_LAKE,1961,US
823611,-393,USC00144178,38.6078,-97.9597,KANOPOLIS_LAKE,1991,US
823631,-29,USC00144313,37.6361,-98.1136,KINGMAN,1961,US
823661,-217,USC00144313,37.6361,-98.1136,KINGMAN,1991,US
823681,15,USC00144333,37.9283,-99.3656,KINSLEY_2E,1961,US
823711,-197,USC00144333,37.9283,-99.3656,KINSLEY_2E,1991,US
823731,28,USC00144341,37.0175,-98.49,KIOWA,1961,US
823761,-107,USC00144341,37.0175,-98.49,KIOWA,1991,US
823781,-238,USC00144357,39.6619,-99.1228,KIRWIN_DAM,1961,US
823811,-539,USC00144357,39.6619,-99.1228,KIRWIN_DAM,1991,US
823831,-78,USC00144401,38.5333,-99.3,LACROSSE,1961,US
823861,-355,USC00144401,38.5333,-99.3,LACROSSE,1991,US
823881,23,USC00144464,37.9411,-101.2492,LAKIN,1961,US
823911,-172,USC00144464,37.9411,-101.2492,LAKIN,1991,US
823931,45,USC00144530,38.1817,-99.0994,LARNED,1961,US
823961,-211,USC00144530,38.1817,-99.0994,LARNED,1991,US
823981,-92,USC00144559,38.9583,-95.2514,LAWRENCE,1961,US
824011,-412,USC00144559,38.9583,-95.2514,LAWRENCE,1991,US
824031,-104,USC00144588,39.3256,-94.9189,LEAVENWORTH,1961,US
824061,-424,USC00144588,39.3256,-94.9189,LEAVENWORTH,1991,US
824081,-289,USC00144608,38.4161,-95.8511,LEBO,1961,US
824111,-504,USC00144608,38.4161,-95.8511,LEBO,1991,US
824131,-101,USC00144665,38.4794,-101.3658,LEOTI,1961,US
824161,-330,USC00144665,38.4794,-101.3658,LEOTI,1991,US
824181,118,USC00144695,37.0222,-100.9294,LIBERAL,1961,US
824211,-117,USC00144695,37.0222,-100.9294,LIBERAL,1991,US
824231,-65,USC00144712,39.0294,-98.13,LINCOLN_1_SE,1961,US
824261,-401,USC00144712,39.0294,-98.13,LINCOLN_1_SE,1991,US
824281,-307,USC00144857,39.9,-98.0256,LOVEWELL_DAM,1961,US
824311,-554,USC00144857,39.9,-98.0256,LOVEWELL_DAM,1991,US
824331,-78,USC00144932,38.0667,-98.9167,MACKSVILLE_8_NNE,1961,US
824361,-290,USC00144932,38.0667,-98.9167,MACKSVILLE_8_NNE,1991,US
824381,-117,USC00144937,38.1353,-96.14,MADISON,1961,US
824411,-298,USC00144937,38.1353,-96.14,MADISON,1991,US
824431,-134,USC00144972,39.1972,-96.5814,MANHATTAN,1961,US
824461,-375,USC00144972,39.1972,-96.5814,MANHATTAN,1991,US
824481,-209,USC00144977,39.2,-96.6,MANHATTAN_AGRONOMY_FM,1961,US
824511,-471,USC00144977,39.2,-96.6,MANHATTAN_AGRONOMY_FM,1991,US
824531,-272,USC00144982,39.7889,-98.2039,MANKATO,1961,US
824561,-609,USC00144982,39.7889,-98.2039,MANKATO,1991,US
824581,-200,USC00145039,38.3778,-97.0753,MARION_RSVR,1961,US
824611,-400,USC00145039,38.3778,-97.0753,MARION_RSVR,1991,US
824631,-340,USC00145063,39.8383,-96.6364,MARYSVILLE,1961,US
824661,-619,USC00145063,39.8383,-96.6364,MARYSVILLE,1991,US
824681,-94,USC00145127,39.7844,-101.3686,MC_DONALD,1961,US
824711,-324,USC00145127,39.7844,-101.3686,MC_DONALD,1991,US
824731,-25,USC00145152,38.3772,-97.6097,MCPHERSON,1961,US
824761,-319,USC00145152,38.3772,-97.6097,MCPHERSON,1991,US
824781,75,USC00145171,37.285,-100.345,MEADE,1961,US
824811,-186,USC00145171,37.285,-100.345,MEADE,1991,US
824831,-37,USC00145173,37.2767,-98.58,MEDICINE_LODGE,1961,US
824861,-165,USC00145173,37.2767,-98.58,MEDICINE_LODGE,1991,US
824881,-54,USC00145210,38.5039,-95.7036,MELVERN_LAKE,1961,US
824911,-315,USC00145210,38.5039,-95.7036,MELVERN_LAKE,1991,US
824931,-198,USC00145306,39.0744,-96.8983,MILFORD_LAKE,1961,US
824961,-506,USC00145306,39.0744,-96.8983,MILFORD_LAKE,1991,US
824981,-139,USC00145363,39.1247,-97.7047,MINNEAPOLIS,1961,US
825011,-384,USC00145363,39.1247,-97.7047,MINNEAPOLIS,1991,US
825031,39,USC00145371,37.45,-100.0167,MINNEOLA,1961,US
825061,-232,USC00145371,37.45,-100.0167,MINNEOLA,1991,US
825081,28,USC00145421,37.5922,-100.4389,MONTEZUMA,1961,US
825111,-196,USC00145421,37.5922,-100.4389,MONTEZUMA,1991,US
825131,-81,USC00145463,37.9158,-95.1764,MORAN,1961,US
825161,-355,USC00145463,37.9158,-95.1764,MORAN,1991,US
825181,-207,USC00145528,38.1433,-94.8233,MOUND_CITY,1961,US
825211,-337,USC00145528,38.1433,-94.8233,MOUND_CITY,1991,US
825231,-116,USC00145536,37.1872,-95.4508,MOUND_VALLEY_3_WSW,1961,US
825261,-165,USC00145536,37.1872,-95.4508,MOUND_VALLEY_3_WSW,1991,US
825281,-93,USC00145692,38.4478,-99.91,NESS_CITY,1961,US
825311,-343,USC00145692,38.4478,-99.91,NESS_CITY,1991,US
825331,-199,USC00145744,38.0344,-97.3431,NEWTON,1961,US
825361,-331,USC00145744,38.0344,-97.3431,NEWTON,1991,US
825381,-182,USC00145852,39.8114,-99.9386,NORTON_DAM,1961,US
825411,-445,USC00145852,39.8114,-99.9386,NORTON_DAM,1991,US
825431,-40,USC00145856,39.7411,-99.8361,NORTON_9SSE,1961,US
825461,-364,USC00145856,39.7411,-99.8361,NORTON_9SSE,1991,US
825481,-81,USC00145870,37.455,-97.8486,NORWICH,1961,US
825511,-261,USC00145870,37.455,-97.8486,NORWICH,1991,US
825531,-77,USC00145888,39.1131,-100.9447,OAKLEY_4W,1961,US
825561,-369,USC00145888,39.1131,-100.9447,OAKLEY_4W,1991,US
825581,-216,USC00145906,39.8189,-100.5342,OBERLIN,1961,US
825611,-394,USC00145906,39.8189,-100.5342,OBERLIN,1991,US
825631,-78,USC00145972,38.8875,-94.7603,OLATHE_3E,1961,US
825661,-384,USC00145972,38.8875,-94.7603,OLATHE_3E,1991,US
825681,-205,USC00146076,38.6361,-95.8031,OSAGE_CITY,1961,US
825711,-439,USC00146076,38.6361,-95.8031,OSAGE_CITY,1991,US
825731,-221,USC00146084,38.5019,-94.9597,OSAWATOMIE,1961,US
825761,-475,USC00146084,38.5019,-94.9597,OSAWATOMIE,1991,US
825781,-218,USC00146100,39.2419,-95.2725,OSKALOOSA_4_NE,1961,US
825811,-547,USC00146100,39.2419,-95.2725,OSKALOOSA_4_NE,1991,US
825831,-25,USC00146115,37.175,-95.1039,OSWEGO_1_N,1961,US
825861,-182,USC00146115,37.175,-95.1039,OSWEGO_1_N,1991,US
825881,-235,USC00146128,38.6133,-95.2808,OTTAWA,1961,US
825911,-444,USC00146128,38.6133,-95.2808,OTTAWA,1991,US
825931,-182,USC00146209,38.5911,-94.8778,PAOLA,1961,US
825961,-406,USC00146209,38.5911,-94.8778,PAOLA,1991,US
825981,18,USC00146242,37.3678,-95.2892,PARSONS_2_NW,1961,US
826011,-197,USC00146242,37.3678,-95.2892,PARSONS_2_NW,1991,US
826031,-104,USC00146333,39.1172,-95.4097,PERRY_LAKE,1961,US
826061,-426,USC00146333,39.1172,-95.4097,PERRY_LAKE,1991,US
826081,-170,USC00146374,39.7394,-99.3186,PHILLIPSBURG_1_SSE,1961,US
826111,-504,USC00146374,39.7394,-99.3186,PHILLIPSBURG_1_SSE,1991,US
826131,-124,USC00146378,39.7533,-99.3106,PHILLIPSBURG_2,1961,US
826161,-443,USC00146378,39.7533,-99.3106,PHILLIPSBURG_2,1991,US
826181,47,USC00146414,37.39,-94.7025,PITTSBURG,1961,US
826211,-116,USC00146414,37.39,-94.7025,PITTSBURG,1991,US
826231,65,USC00146427,37.2667,-100.6,PLAINS,1961,US
826261,-167,USC00146427,37.2667,-100.6,PLAINS,1991,US
826281,-70,USC00146435,39.245,-99.3808,PLAINVILLE_4WNW,1961,US
826311,-361,USC00146435,39.245,-99.3808,PLAINVILLE_4WNW,1991,US
826331,-110,USC00146455,38.1833,-94.7,PLEASANTON,1961,US
826361,-337,USC00146455,38.1833,-94.7,PLEASANTON,1991,US
826381,-33,USC00146498,38.645,-95.5661,POMONA_LAKE,1961,US
826411,-274,USC00146498,38.645,-95.5661,POMONA_LAKE,1991,US
826431,-73,USC00146549,37.6456,-98.7281,PRATT,1961,US
826461,-262,USC00146549,37.6456,-98.7281,PRATT,1991,US
826481,-62,USC00146637,39.0669,-100.2389,QUINTER,1961,US
826511,-298,USC00146637,39.0669,-100.2389,QUINTER,1991,US
826531,-297,USC00146746,39.9,-97.8333,REPUBLIC,1961,US
826561,-611,USC00146746,39.9,-97.8333,REPUBLIC,1991,US
826581,156,USC00146808,37.2633,-101.7886,RICHFIELD,1961,US
826611,-87,USC00146808,37.2633,-101.7886,RICHFIELD,1991,US
826631,-86,USC00147043,38.8711,-98.7053,RUSSELL_7E,1961,US
826661,-375,USC00147043,38.8711,-98.7053,RUSSELL_7E,1991,US
826681,-64,USC00147044,38.9,-98.85,RUSSELL,1961,US
826711,-350,USC00147044,38.9,-98.85,RUSSELL,1991,US
826731,-109,USC00147049,38.9117,-101.1711,RUSSELL_SPRINGS,1961,US
826761,-396,USC00147049,38.9117,-101.1711,RUSSELL_SPRINGS,1991,US
826781,-82,USC00147050,38.9617,-101.1664,RUSSELL_SPRINGS_3N,1961,US
826811,-332,USC00147050,38.9617,-101.1664,RUSSELL_SPRINGS_3N,1991,US
826831,-320,USC00147073,39.9,-95.9,SABETHA_LAKE,1961,US
826861,-670,USC00147073,39.9,-95.9,SABETHA_LAKE,1991,US
826881,-81,USC00147093,39.7675,-101.8067,SAINT_FRANCIS,1961,US
826911,-328,USC00147093,39.7675,-101.8067,SAINT_FRANCIS,1991,US
826931,27,USC00147271,38.4747,-100.9175,SCOTT_CITY,1961,US
826961,-277,USC00147271,38.4747,-100.9175,SCOTT_CITY,1991,US
826981,46,USC00147305,37.1317,-96.1861,SEDAN,1961,US
827011,-129,USC00147305,37.1317,-96.1861,SEDAN,1991,US
827031,-105,USC00147397,38.8961,-101.7514,SHARON_SPRINGS,1961,US
827061,-369,USC00147397,38.8961,-101.7514,SHARON_SPRINGS,1991,US
827081,-137,USC00147534,37.5339,-96.8814,SMILEYBERG_1N,1961,US
827111,-311,USC00147534,37.5339,-96.8814,SMILEYBERG_1N,1991,US
827131,-231,USC00147542,39.7772,-98.7783,SMITH_CTR,1961,US
827161,-514,USC00147542,39.7772,-98.7783,SMITH_CTR,1991,US
827181,38,USC00147796,38.2144,-98.2078,STERLING,1961,US
827211,-310,USC00147796,38.2144,-98.2078,STERLING,1991,US
827231,33,USC00147922,37.4414,-100.9792,SUBLETTE_7WSW,1961,US
827261,-161,USC00147922,37.4414,-100.9792,SUBLETTE_7WSW,1991,US
827281,-74,USC00148038,37.9928,-101.7417,SYRACUSE_1NE,1961,US
827311,-250,USC00148038,37.9928,-101.7417,SYRACUSE_1NE,1991,US
827331,-46,USC00148061,38.4331,-96.5578,TALLGRASS_PRAIRIE_NP,1961,US
827361,-272,USC00148061,38.4331,-96.5578,TALLGRASS_PRAIRIE_NP,1991,US
827381,"-296Q""",USC00148163,39.0667,-95.65,TOPEKA,1961,US
827411,-588,USC00148163,39.0667,-95.65,TOPEKA,1991,US
827431,-247Q{,USC00148171,39.0722,-95.6303,TOPEKANWS,1961,US
827461,-494,USC00148171,39.0722,-95.6303,TOPEKANWS,1991,US
827481,-163,USC00148191,37.7417,-95.9333,TORONTO_LAKE,1961,US
827511,-294,USC00148191,37.7417,-95.9333,TORONTO_LAKE,1991,US
827531,-24,USC00148235,38.4661,-101.7758,TRIBUNE_1W,1961,US
827561,-264,USC00148235,38.4661,-101.7758,TRIBUNE_1W,1991,US
827581,-54,USC00148240,38.655,-101.6961,TRIBUNE_13NNE,1961,US
827611,-285,USC00148240,38.655,-101.6961,TRIBUNE_13NNE,1991,US
827631,-241,USC00148250,39.8283,-95.0881,TROY_3N,1961,US
827661,-601,USC00148250,39.8283,-95.0881,TROY_3N,1991,US
827681,-340,USC00148259,39.2475,-96.5994,TUTTLE_CREEK_LAKE,1961,US
827711,-496,USC00148259,39.2475,-96.5994,TUTTLE_CREEK_LAKE,1991,US
827731,73,USC00148287,37.5983,-101.2908,ULYSSES_3NE,1961,US
827761,-111,USC00148287,37.5983,-101.2908,ULYSSES_3NE,1991,US
827781,-173,USC00148341,39.3033,-95.4861,VALLEY_FALLS_3_SW,1961,US
827811,-504,USC00148341,39.3033,-95.4861,VALLEY_FALLS_3_SW,1991,US
827831,10,USC00148495,39.0147,-99.8722,WAKEENEY,1961,US
827861,-356,USC00148495,39.0147,-99.8722,WAKEENEY,1991,US
827881,-102,USC00148535,38.9111,-101.5853,WALLACE,1961,US
827911,-342,USC00148535,38.9111,-101.5853,WALLACE,1991,US
827931,-205,USC00148563,39.2142,-96.3703,WAMEGO_4_W,1961,US
827961,-497,USC00148563,39.2142,-96.3703,WAMEGO_4_W,1991,US
827981,-360,USC00148578,39.8089,-97.055,WASHINGTON,1961,US
828011,-563,USC00148578,39.8089,-97.055,WASHINGTON,1991,US
828031,-47,USC00148648,39.4031,-99.4192,WEBSTER_DAM,1961,US
828061,-326,USC00148648,39.4031,-99.4192,WEBSTER_DAM,1991,US
828081,46,USC00148670,37.2778,-97.4097,WELLINGTON,1961,US
828111,-182,USC00148670,37.2778,-97.4097,WELLINGTON,1991,US
828131,-135,USC00148847,37.6553,-97.4431,WICHITA_WX,1961,US
828161,-269,USC00148847,37.6553,-97.4431,WICHITA_WX,1991,US
828181,-23,USC00148914,37.1317,-99.0556,WILMORE_16SE,1961,US
828211,-219,USC00148914,37.1317,-99.0556,WILMORE_16SE,1991,US
828231,-89,USC00148946,38.9667,-98.4889,WILSON_LAKE,1961,US
828261,-371,USC00148946,38.9667,-98.4889,WILSON_LAKE,1991,US
828281,-17,USC00148964,37.2889,-96.9408,WINFIELD_3NE,1961,US
828311,-151,USC00148964,37.2889,-96.9408,WINFIELD_3NE,1991,US
828331,91,USC00148988,39.0589,-101.2439,WINONA,1961,US
828361,-168,USC00148988,39.0589,-101.2439,WINONA,1991,US
828381,-7,USC00149080,37.8786,-95.7292,YATES_CTR,1961,US
828411,-233,USC00149080,37.8786,-95.7292,YATES_CTR,1991,US
828431,54,USC00150122,36.7333,-85.0167,ALPHA,1961,US
828461,406,USC00150122,36.7333,-85.0167,ALPHA,1991,US
828481,-287,USC00150155,38.2667,-85.5333,ANCHORAGE,1961,US
828511,-8,USC00150155,38.2667,-85.5333,ANCHORAGE,1991,US
828531,-285,USC00150254,38.4536,-82.6131,ASHLAND,1961,US
828561,119,USC00150254,38.4536,-82.6131,ASHLAND,1991,US
828581,7,USC00150381,36.8825,-83.8819,BARBOURVILLE,1961,US
828611,274,USC00150381,36.8825,-83.8819,BARBOURVILLE,1991,US
828631,-153,USC00150389,37.8,-85.4667,BARDSTOWN,1961,US
828661,115,USC00150389,37.8,-85.4667,BARDSTOWN,1991,US
828681,-275,USC00150397,37.8194,-85.3847,BARDSTOWN_5E,1961,US
828711,39,USC00150397,37.8194,-85.3847,BARDSTOWN_5E,1991,US
828731,-32,USC00150402,36.8831,-88.9961,BARDWELL_2_E,1961,US
828761,30,USC00150402,36.8831,-88.9961,BARDWELL_2_E,1991,US
828781,-4,USC00150422,36.8978,-86.1247,BARREN_RIVER_LAKE,1961,US
828811,274,USC00150422,36.8978,-86.1247,BARREN_RIVER_LAKE,1991,US
828831,-63,USC00150450,36.8583,-83.3303,BAXTER,1961,US
828861,309,USC00150450,36.8583,-83.3303,BAXTER,1991,US
828881,-147,USC00150481,37.6,-83.7,BEATTYVILLE,1961,US
828911,196,USC00150481,37.6,-83.7,BEATTYVILLE,1991,US
828931,-165,USC00150483,37.6336,-83.7161,BEATTYVILLE_4N,1961,US
828961,164,USC00150483,37.6336,-83.7161,BEATTYVILLE_4N,1991,US
828981,-144,USC00150490,37.4533,-86.9117,BEAVER_DAM,1961,US
829011,14,USC00150490,37.4533,-86.9117,BEAVER_DAM,1991,US
829031,-264,USC00150595,36.95,-82.9667,BENHAM,1961,US
829061,155,USC00150595,36.95,-82.9667,BENHAM,1991,US
829081,-132,USC00150619,37.5733,-84.2908,BEREA_COLLEGE,1961,US
829111,205,USC00150619,37.5733,-84.2908,BEREA_COLLEGE,1991,US
829131,-239,USC00150630,37.9161,-85.6572,BERNHEIM_FOREST,1961,US
829161,11,USC00150630,37.9161,-85.6572,BERNHEIM_FOREST,1991,US
829181,-283,USC00150752,38.0333,-82.8333,BLAINE,1961,US
829211,174,USC00150752,38.0333,-82.8333,BLAINE,1991,US
829231,-67,USC00150757,36.9,-88.9667,BLANDVILLE,1961,US
829261,1,USC00150757,36.9,-88.9667,BLANDVILLE,1991,US
829281,-157,USC00150860,37.3578,-83.7706,BOONEVILLE_12SW,1961,US
829311,182,USC00150860,37.3578,-83.7706,BOONEVILLE_12SW,1991,US
829331,-158,USC00150940,37.495,-85.1517,BRADFORDSVILLE,1961,US
829361,167,USC00150940,37.495,-85.1517,BRADFORDSVILLE,1991,US
829381,-226,USC00150955,37.9561,-86.1161,BRANDENBURG,1961,US
829411,77,USC00150955,37.9561,-86.1161,BRANDENBURG,1991,US
829431,-123,USC00151080,37.3417,-83.4706,BUCKHORN_LAKE,1961,US
829461,273,USC00151080,37.3417,-83.4706,BUCKHORN_LAKE,1991,US
829481,-151,USC00151127,37.8,-84.7167,BURGIN_DIX_DAM,1961,US
829511,181,USC00151127,37.8,-84.7167,BURGIN_DIX_DAM,1991,US
829531,-80,USC00151225,37.5333,-87.25,CALHOUN_1,1961,US
829561,131,USC00151225,37.5333,-87.25,CALHOUN_1,1991,US
829581,-49,USC00151227,37.5319,-87.2669,CALHOUN_LOCK_2,1961,US
829611,43,USC00151227,37.5319,-87.2669,CALHOUN_LOCK_2,1991,US
829631,-149,USC00151256,37.3167,-85.3667,CAMPBELLSVILLE_2_SSW,1961,US
829661,203,USC00151256,37.3167,-85.3667,CAMPBELLSVILLE_2_SSW,1991,US
829681,-246,USC00151345,38.6583,-85.1456,CARROLLTON_LOCK_1,1961,US
829711,25,USC00151345,38.6583,-85.1456,CARROLLTON_LOCK_1,1991,US
829731,-222,USC00151406,37.6667,-85.9333,CECILIA_2_SE,1961,US
829761,93,USC00151406,37.6667,-85.9333,CECILIA_2_SE,1991,US
829781,-245,USC00151517,37.9589,-82.7464,CHARLEY_2_SW,1961,US
829811,168,USC00151517,37.9589,-82.7464,CHARLEY_2_SW,1991,US
829831,-185,USC00151531,38.25,-85.75,CHEROKEE_PK_LOUISVILLE,1961,US
829861,62,USC00151531,38.25,-85.75,CHEROKEE_PK_LOUISVILLE,1991,US
829881,-201,USC00151611,37.9167,-85.6667,CLERMONT_1_SSE,1961,US
829911,88,USC00151611,37.9167,-85.6667,CLERMONT_1_SSE,1991,US
829931,-236,USC00151810,37.7928,-86.2325,CORNERS,1961,US
829961,44,USC00151810,37.7928,-86.2325,CORNERS,1991,US
829981,-155,USC00151890,37.4903,-84.4375,CRAB_ORCHARD_6_N,1961,US
830011,232,USC00151890,37.4903,-84.4375,CRAB_ORCHARD_6_N,1991,US
830031,-233,USC00151895,37.83,-84.0347,CRESSY,1961,US
830061,120,USC00151895,37.83,-84.0347,CRESSY,1991,US
830081,-223,USC00151900,38.3636,-85.4186,CRESTWOOD_4NE,1961,US
830111,2,USC00151900,38.3636,-85.4186,CRESTWOOD_4NE,1991,US
830131,-90,USC00151964,36.9667,-83.0,CUMBERLAND,1961,US
830161,292,USC00151964,36.9667,-83.0,CUMBERLAND,1991,US
830181,-244,USC00151998,38.3769,-84.3031,CYNTHIANA,1961,US
830211,67,USC00151998,38.3769,-84.3031,CYNTHIANA,1991,US
